Configuration;Timestamp;LocationProtocol;LocationHostname;LocationPathname;ResourceID;ResourceContentType;ResourceURL;ResourceHost;ResourcePath;ResourceParty;ResourceRequested;ResourceCompleted;ResourceFailed
deeplinks;1449670007666;http;www.nu.nl;"/";48;"image/png";"http://www.nu.nl/static/vendor/royalslider/img/rs-default.png?0e40b16b1d60";www.nu.nl;"/static/vendor/royalslider/img/rs-default.png";;698;764;0
deeplinks;1449670007666;http;www.nu.nl;"/";49;"application/javascript";"http://js-agent.newrelic.com/nr-768.min.js";js-agent.newrelic.com;"/nr-768.min.js";;778;810;0
deeplinks;1449670007666;http;www.nu.nl;"/";52;"text/javascript";"http://bam.nr-data.net/1/4702f272e2?a=3982566&pl=1449670007666&v=768.2acc9fa&to=YgdVbUYHW0tWURFYXVtNcUxaBUFRWFxKUkdHEFJXQDlGUUNXS0dbUBVEF1cJR10NegpcV2UDUFxiD1BP&ap=2297&be=33&fe=745&dc=451&f=%5B%22err%22,%22xhr%22,%22ins%22%5D&perf=%7B%22timing%22:%7B%22of%22:1449670007666,%22n%22:0,%22dl%22:26,%22di%22:484,%22ds%22:484,%22de%22:672,%22dc%22:777,%22l%22:778,%22le%22:780,%22f%22:0,%22dn%22:0,%22dne%22:0,%22c%22:0,%22ce%22:0,%22rq%22:0,%22rp%22:0,%22rpe%22:45%7D,%22navigation%22:%7B%7D%7D&jsonp=NREUM.setToken";bam.nr-data.net;"/1/4702f272e2";;816;1089;0
deeplinks;1449670007666;http;www.nu.nl;"/";53;"image/gif";"http://privacy.www.nu.nl/pixel/-d5WSK_x0Q8oe0u2_TWeAeZhaRA8cw675we8u2BZnPF-L27q6QjO3RpDPPuOXPaGiDCZ0s3mEVOr1g4PplglNQ%253D%253D";privacy.www.nu.nl;"/pixel/-d5WSK_x0Q8oe0u2_TWeAeZhaRA8cw675we8u2BZnPF-L27q6QjO3RpDPPuOXPaGiDCZ0s3mEVOr1g4PplglNQ%253D%253D";;830;840;0
deeplinks;1449670007666;http;www.nu.nl;"/";54;"text/javascript";"http://privacy.www.nu.nl/script/cookiebar.js";privacy.www.nu.nl;"/script/cookiebar.js";;841;854;0
deeplinks;1449670007666;http;www.nu.nl;"/";55;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrhbgz.png";bin.snmmd.nl;"/m/m1nx5sqrhbgz.png";;856;894;0
deeplinks;1449670007666;http;www.nu.nl;"/";57;"image/gif";"http://bin.snmmd.nl/m/m1nx5srr5scz.gif";bin.snmmd.nl;"/m/m1nx5srr5scz.gif";;892;919;0
deeplinks;1449670007666;http;www.nu.nl;"/";58;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrkrfz.png";bin.snmmd.nl;"/m/m1nx5sqrkrfz.png";;893;921;0
deeplinks;1449670007666;http;www.nu.nl;"/";59;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrlfdz.png";bin.snmmd.nl;"/m/m1nx5sqrlfdz.png";;893;920;0
deeplinks;1449670007666;http;www.nu.nl;"/";60;"image/gif";"http://logc210.xiti.com/hit.xiti?s=518538&s2=1&p=nu.nl_grotebalk%3A%3Aingeklapt&di=&ac=&an=&trn=1449670008556&Rdt=On";logc210.xiti.com;"/hit.xiti";;921;952;0
deeplinks;1449670007666;http;www.nu.nl;"/";61;"image/gif";"http://sat.sanoma.fi/sat/sat.gif?log=1&evt=con&cid=&c_ver=2015.09.29.12.34.31%209311d11&c_events=0&c_session=hitj73fjxd&c_id=zkio1pso04&c_scroll=0x0&eid=&sit=nunl&cha=web&cat=home&c_vmspot=undefined_2491337&c_screen=1024x768&c_viewport=1280x1024&c_referrer=&c_currenturl=http%3A%2F%2Fwww.nu.nl%2F&c_hash=&rid=1449670008051&cb=1449670009052&ctz=0";sat.sanoma.fi;"/sat/sat.gif";;1387;1431;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";62;"text/html";"http://www.nu.nl/tech";www.nu.nl;"/tech";;1;37;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";63;"text/javascript";"http://cts.snmmd.nl/service/js/nunl/tech-katern/";cts.snmmd.nl;"/service/js/nunl/tech-katern/";;34;42;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";64;"text/html";"http://rc.bt.ilsemedia.nl/Get/ilsemedia/JS/GetRcmd.js?ord=1449670013896";rc.bt.ilsemedia.nl;"/Get/ilsemedia/JS/GetRcmd.js";;45;53;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";65;"application/javascript";"http://sat.sanoma.fi/js/sat.js";sat.sanoma.fi;"/js/sat.js";;54;130;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";66;"image/jpeg";"http://media.nu.nl/m/w5bx6uyawl9x_wd320.jpg";media.nu.nl;"/m/w5bx6uyawl9x_wd320.jpg";;71;131;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";67;"text/javascript";"http://ad.360yield.com/adj?p=629597&w=468&h=200&tz=0&optin=n";ad.360yield.com;"/adj";;108;263;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";68;"image/gif";"http://www.google-analytics.com/r/collect?v=1&_v=j40&a=2090785819&t=pageview&_s=1&dl=http%3A%2F%2Fwww.nu.nl%2Ftech&ul=en-us&de=UTF-8&dt=Tech%20%7C%20NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&sd=32-bit&sr=1024x768&vp=1280x1024&je=0&_u=QEAAAAQAI~&jid=1989174682&cid=1173841107.1449670014&tid=UA-10557259-1&_r=1&cd1=3-kolom&cd2=&z=1751171717";www.google-analytics.com;"/r/collect";;129;160;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";69;"image/jpeg";"http://creative.360yield.com/file/852/1x1.jpg";creative.360yield.com;"/file/852/1x1.jpg";;264;288;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";71;"image/jpeg";"http://media.nu.nl/m/m1mxrlfakirr_std640.jpg/aanslagen-parijs-meest-besproken-onderwerp-facebook.jpg";media.nu.nl;"/m/m1mxrlfakirr_std640.jpg/aanslagen-parijs-meest-besproken-onderwerp-facebook.jpg";;354;995;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";72;"image/gif";"http://b.scorecardresearch.com/p2?c1=2&c2=6035634&c4=http://www.nu.nl/tech&ns__t=1449670014154&ns_c=UTF-8&c8=Tech%20%7C%20NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&c7=http%3A%2F%2Fwww.nu.nl%2Ftech&c9=";b.scorecardresearch.com;"/p2";;394;414;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";73;"image/jpeg";"http://media.nu.nl/m/wiix1r6ap1tj_std320.jpg";media.nu.nl;"/m/wiix1r6ap1tj_std320.jpg";;395;421;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";74;"image/jpeg";"http://media.nu.nl/m/ismx41za2gkr_std320.jpg";media.nu.nl;"/m/ismx41za2gkr_std320.jpg";;395;425;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";75;"image/jpeg";"http://media.nu.nl/m/twqxtgravnjh_wd640.jpg/hoe-is-het-om-voor-het-eerst-een-vr-bril-te-dragen";media.nu.nl;"/m/twqxtgravnjh_wd640.jpg/hoe-is-het-om-voor-het-eerst-een-vr-bril-te-dragen";;396;431;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";76;"image/jpeg";"http://media.nu.nl/m/m8xx6esa231y_wd640.jpg/surface-pro-4-indrukwekkend-dankzij-accessoires";media.nu.nl;"/m/m8xx6esa231y_wd640.jpg/surface-pro-4-indrukwekkend-dankzij-accessoires";;396;427;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";77;"image/jpeg";"http://media.nu.nl/m/4plxv1hagflo_wd640.jpg/moto-x-style-betaalbare-topper";media.nu.nl;"/m/4plxv1hagflo_wd640.jpg/moto-x-style-betaalbare-topper";;396;426;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";78;"image/jpeg";"http://media.nu.nl/m/r8wx2rjal0m3_wd640.jpg/nexus-6p-beste-android-telefoon-van-het-moment";media.nu.nl;"/m/r8wx2rjal0m3_wd640.jpg/nexus-6p-beste-android-telefoon-van-het-moment";;397;426;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";79;"image/jpeg";"http://media.nu.nl/m/m1mxm6ca3643_std320.jpg";media.nu.nl;"/m/m1mxm6ca3643_std320.jpg";;397;432;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";80;"image/jpeg";"http://media.nu.nl/m/m1mx8jian1xd_std320.jpg";media.nu.nl;"/m/m1mx8jian1xd_std320.jpg";;397;433;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";81;"image/jpeg";"http://media.nu.nl/m/m1nxea9a4eev_std320.jpg";media.nu.nl;"/m/m1nxea9a4eev_std320.jpg";;397;430;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";82;"image/jpeg";"http://media.nu.nl/m/m1mxrh9a99f5_std320.jpg";media.nu.nl;"/m/m1mxrh9a99f5_std320.jpg";;398;431;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";84;"text/javascript";"http://bam.nr-data.net/1/4702f272e2?a=3982566&pl=1449670013852&v=768.2acc9fa&to=YgdVbUYHW0tWURFYXVtNcUxaBUFRWFxKUkdHEFJXQDlGUUNXS0dbUBVEF1cJR10NYQBSRlwNWW9dA0I%3D&ap=1847&be=14&fe=981&dc=299&f=%5B%22err%22,%22xhr%22,%22ins%22%5D&perf=%7B%22timing%22:%7B%22of%22:1449670013852,%22n%22:0,%22u%22:8,%22ue%22:9,%22dl%22:12,%22di%22:313,%22ds%22:313,%22de%22:374,%22dc%22:995,%22l%22:995,%22le%22:996,%22f%22:0,%22dn%22:0,%22dne%22:0,%22c%22:0,%22ce%22:0,%22rq%22:0,%22rp%22:0,%22rpe%22:36%7D,%22navigation%22:%7B%7D%7D&jsonp=NREUM.setToken";bam.nr-data.net;"/1/4702f272e2";;1000;1189;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";86;"image/gif";"http://privacy.www.nu.nl/pixel/LIDS3MA39BdKMU85dYWFhUkF0tn02MzQ3fzZfZe7PRm9N9HuhLkwU7pHGqi1xsWciDCZ0s3mEVOr1g4PplglNQ%253D%253D";privacy.www.nu.nl;"/pixel/LIDS3MA39BdKMU85dYWFhUkF0tn02MzQ3fzZfZe7PRm9N9HuhLkwU7pHGqi1xsWciDCZ0s3mEVOr1g4PplglNQ%253D%253D";;1017;1028;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";87;"text/javascript";"http://privacy.www.nu.nl/script/cookiebar.js";privacy.www.nu.nl;"/script/cookiebar.js";;1030;1043;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";89;"image/gif";"http://sat.sanoma.fi/sat/sat.gif?log=1&evt=con&cid=&c_ver=2015.09.29.12.34.31%209311d11&c_events=0&c_session=xlq8g7qois&c_id=0c9rks75xn&c_scroll=0x0&eid=&sit=nunl&cha=web&cat=tech-katern&c_vmspot=undefined_64966044&c_screen=1024x768&c_viewport=1280x1024&c_referrer=&c_currenturl=http%3A%2F%2Fwww.nu.nl%2Ftech&c_hash=&rid=1449670013982&cb=1449670015136&ctz=0";sat.sanoma.fi;"/sat/sat.gif";;1286;1331;0
deeplinks;1449670013851;http;www.nu.nl;"/tech";90;"image/gif";"http://logc210.xiti.com/hit.xiti?s=518538&s2=1&p=nu.nl_grotebalk%3A%3Aingeklapt&di=&ac=&an=&trn=1449670014921&Rdt=On";logc210.xiti.com;"/hit.xiti";;1286;1359;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";91;"text/html";"http://www.nu.nl/sport";www.nu.nl;"/sport";;1;37;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";92;"text/javascript";"http://cts.snmmd.nl/service/js/nunl/sport-katern/";cts.snmmd.nl;"/service/js/nunl/sport-katern/";;34;42;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";93;"text/html";"http://rc.bt.ilsemedia.nl/Get/ilsemedia/JS/GetRcmd.js?ord=1449670020264";rc.bt.ilsemedia.nl;"/Get/ilsemedia/JS/GetRcmd.js";;45;52;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";94;"application/javascript";"http://sat.sanoma.fi/js/sat.js";sat.sanoma.fi;"/js/sat.js";;53;252;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";95;"image/jpeg";"http://media.nu.nl/m/e08xgovajk57_std160.jpg";media.nu.nl;"/m/e08xgovajk57_std160.jpg";;96;253;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";97;"application/json";"http://www.nu.nl/api/playlists/slug/recommended?order_by=random";www.nu.nl;"/api/playlists/slug/recommended";;122;254;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";98;"image/jpeg";"http://media.nu.nl/m/g15xm3fa5q2p_std160.jpg";media.nu.nl;"/m/g15xm3fa5q2p_std160.jpg";;242;257;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";99;"image/jpeg";"http://media.nu.nl/m/xo1xa17a7e7e_std640.jpg/schippers-en-verstappen-maken-kans-prestigieuze-laureus-award.jpg";media.nu.nl;"/m/xo1xa17a7e7e_std640.jpg/schippers-en-verstappen-maken-kans-prestigieuze-laureus-award.jpg";;243;331;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";100;"image/jpeg";"http://media.nu.nl/m/lnxxah7a7jij_std320.jpg";media.nu.nl;"/m/lnxxah7a7jij_std320.jpg";;243;329;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";101;"image/jpeg";"http://media.nu.nl/m/cqtxk81ar7kl_std320.jpg";media.nu.nl;"/m/cqtxk81ar7kl_std320.jpg";;243;332;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";102;"image/jpeg";"http://media.nu.nl/m/99jxvzaa1wdr_std320.jpg";media.nu.nl;"/m/99jxvzaa1wdr_std320.jpg";;244;330;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";103;"image/jpeg";"http://media.nu.nl/m/ok8xdifatv58_std320.jpg";media.nu.nl;"/m/ok8xdifatv58_std320.jpg";;244;329;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";104;"image/jpeg";"http://media.nu.nl/m/zfnxy4gates6_wd640.jpg/alle-30-goals-van-dinsdag-in-vogelvlucht";media.nu.nl;"/m/zfnxy4gates6_wd640.jpg/alle-30-goals-van-dinsdag-in-vogelvlucht";;244;333;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";105;"image/jpeg";"http://media.nu.nl/m/jkxxz3uamgvi_wd640.jpg/psv-cska-moskou-2-1";media.nu.nl;"/m/jkxxz3uamgvi_wd640.jpg/psv-cska-moskou-2-1";;245;335;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";106;"image/jpeg";"http://media.nu.nl/m/dtdxalsas2nm_wd640.jpg/vfl-wolfsburg-manchester-united-3-2";media.nu.nl;"/m/dtdxalsas2nm_wd640.jpg/vfl-wolfsburg-manchester-united-3-2";;245;336;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";107;"image/jpeg";"http://media.nu.nl/m/ekixuc3a8bfp_wd640.jpg/real-madrid-malmo-ff-8-0";media.nu.nl;"/m/ekixuc3a8bfp_wd640.jpg/real-madrid-malmo-ff-8-0";;245;337;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";108;"image/jpeg";"http://media.nu.nl/m/s1rxp5nangsu_wd640.jpg";media.nu.nl;"/m/s1rxp5nangsu_wd640.jpg";;245;338;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";109;"image/gif";"http://www.google-analytics.com/r/collect?v=1&_v=j40&a=268920661&t=pageview&_s=1&dl=http%3A%2F%2Fwww.nu.nl%2Fsport&ul=en-us&de=UTF-8&dt=Sport%20%7C%20NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&sd=32-bit&sr=1024x768&vp=1280x1024&je=0&_u=QEAAAAQAI~&jid=1618932823&cid=1692471900.1449670020&tid=UA-10557259-1&_r=1&cd1=3-kolom&cd2=&z=1014408150";www.google-analytics.com;"/r/collect";;251;288;0
deeplinks;1449670020220;http;www.nu.nl;"/sport";110;"image/gif";"http://b.scorecardresearch.com/p2?c1=2&c2=6035634&c4=http://www.nu.nl/sport&ns__t=1449670020336&ns_c=UTF-8&c8=Sport%20%7C%20NU%20-%20Het%20laatste%20nieuws%20het%20eerst%20op%20NU.nl&c7=http%3A%2F%2Fwww.nu.nl%2Fsport&c9=";b.scorecardresearch.com;"/p2";;253;322;0
